source,notice_id,title,solicitation_number,department,sub_tier,office,full_parent_path_name,posted_date,response_deadline,notice_type,base_type,archive_type,naics_code,classification_code,active,ui_link,description,search_name,search_keyword,search_naics,search_ptype,first_seen,last_seen,query_hits
SAM.gov,dd431bfa840e4b0da564a940aefabdd5,"ACTUATOR,MECHANICAL",SPRPA126QRC06,,,,"DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA AVIATION.DLA AVIATION PHILADELPHIA.DLA AVIATION AT PHILADELPHIA, PA",2026-05-22,2026-06-08T16:30:00-04:00,Solicitation,Solicitation,auto15,336413,1680,Yes,https://sam.gov/workspace/contract/opp/dd431bfa840e4b0da564a940aefabdd5/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=dd431bfa840e4b0da564a940aefabdd5,DOE Environmental Consulting - Solicitation,Department of Energy,541620,o,2026-05-22,2026-05-22,DOE A-E - Solicitation | DOE Environmental Consulting - Solicitation | NNSA Engineering Services - Solicitation
SAM.gov,f2cdc8e5cfd640bbad268e778f8c78b0,AFRL/RQQ Epilog Fusion CNC CO2 Laser or Equal,SS-AFRL-PZLEQ-2026-0019,,,,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR FORCE MATERIEL COMMAND.AIR FORCE RESEARCH LABORATORY.FA2396 USAF AFMC AFRL PZL AFRL PZLE,2026-05-22,2026-06-01T17:00:00-04:00,Sources Sought,Sources Sought,auto15,333517,3449,Yes,https://sam.gov/workspace/contract/opp/f2cdc8e5cfd640bbad268e778f8c78b0/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f2cdc8e5cfd640bbad268e778f8c78b0,Hanford Engineering Services,Hanford,541330,r,2026-05-22,2026-05-22,DOE Environmental Consulting - Sources Sought | Hanford Engineering Services | Oak Ridge Engineering Services | Savannah River Engineering Services | Y-12 Engineering Services
SAM.gov,a2402cd969434abb93a0b1be6758c081,AFRL/RWTE Explosive-Resistant Friction Ovens,SS-AFRL-RIZ-2026-0018,,,,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR FORCE MATERIEL COMMAND.AIR FORCE RESEARCH LABORATORY.FA2396 USAF AFMC AFRL PZL AFRL PZLE,2026-05-22,2026-06-08T12:00:00-04:00,Sources Sought,Sources Sought,auto15,333994,4430,Yes,https://sam.gov/workspace/contract/opp/a2402cd969434abb93a0b1be6758c081/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=a2402cd969434abb93a0b1be6758c081,Hanford Engineering Services,Hanford,541330,r,2026-05-22,2026-05-22,DOE Environmental Consulting - Sources Sought | Hanford Engineering Services | Oak Ridge Engineering Services | Savannah River Engineering Services | Y-12 Engineering Services
SAM.gov,f17afc24322a4230919abaf8589ee91e,AN/PVS-14 Night Vision Devices,W91CRB26NightVisionDevices,,,,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-APG.W6QK ACC-APG,2026-05-22,2026-06-22T15:00:00-04:00,Sources Sought,Sources Sought,auto15,333310,5855,Yes,https://sam.gov/workspace/contract/opp/f17afc24322a4230919abaf8589ee91e/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f17afc24322a4230919abaf8589ee91e,Hanford Engineering Services,Hanford,541330,r,2026-05-22,2026-05-22,DOE Environmental Consulting - Sources Sought | Hanford Engineering Services | NNSA A-E - Sources Sought | NNSA Engineering Services - Sources Sought | Oak Ridge Engineering Services | Savannah River Engineering Services | Y-12 Engineering Services
SAM.gov,8b644f563fe742389227adc67dedac45,Advanced Technology Test & Development Program (ATTDP),PANRSA25P0000012262,,,,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC RSA.W6QK ACC-RSA,2026-05-22,2026-06-22T17:00:00-05:00,Sources Sought,Sources Sought,auto15,541715,AC13,Yes,https://sam.gov/workspace/contract/opp/8b644f563fe742389227adc67dedac45/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=8b644f563fe742389227adc67dedac45,Hanford Engineering Services,Hanford,541330,r,2026-05-22,2026-05-22,DOE Environmental Consulting - Sources Sought | Hanford Engineering Services | NNSA A-E - Sources Sought | NNSA Engineering Services - Sources Sought | Oak Ridge Engineering Services | Savannah River Engineering Services | Y-12 Engineering Services
SAM.gov,e5897934dd224133aa2b32045c504d47,Audio and Visual Equipment Support Services for Med Log Symposium,RFQ1811576,,,,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR FORCE MATERIEL COMMAND.AF INSTALLATION & MISSION SUPPORT CENTER.FA8003  771 ENTERPRISE SOURCING SQ,2026-05-22,2026-05-28T10:00:00-04:00,Solicitation,Solicitation,autocustom,532490,W099,Yes,https://sam.gov/workspace/contract/opp/e5897934dd224133aa2b32045c504d47/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e5897934dd224133aa2b32045c504d47,DOE Environmental Consulting - Solicitation,Department of Energy,541620,o,2026-05-22,2026-05-22,DOE Environmental Consulting - Solicitation
SAM.gov,bb2d47bcd8254c84bcd717f65cceb8f4,"BUSHING,SLEEVE",N0010426QBV13,,,,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,2026-05-22,2026-06-22T16:30:00-04:00,Solicitation,Solicitation,auto15,332991,3120,Yes,https://sam.gov/workspace/contract/opp/bb2d47bcd8254c84bcd717f65cceb8f4/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=bb2d47bcd8254c84bcd717f65cceb8f4,DOE Environmental Consulting - Solicitation,Department of Energy,541620,o,2026-05-22,2026-05-22,DOE A-E - Solicitation | DOE Environmental Consulting - Solicitation | NNSA Engineering Services - Solicitation
SAM.gov,d3bdb11d736f484788810680cad4a309,Bingo Fuel State Alert for F-5 Aircraft,N00421-26-RFPREQ-TPM226-0466,,,,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVAIR.NAVAIR NAWC AD.NAVAL AIR WARFARE CENTER AIR DIV,2026-05-22,2026-06-08T14:00:00-04:00,Sources Sought,Sources Sought,autocustom,334511,1680,Yes,https://sam.gov/workspace/contract/opp/d3bdb11d736f484788810680cad4a309/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=d3bdb11d736f484788810680cad4a309,Hanford Engineering Services,Hanford,541330,r,2026-05-22,2026-05-22,Hanford Engineering Services | Oak Ridge Engineering Services | Savannah River Engineering Services | Y-12 Engineering Services
SAM.gov,a219e4d4a6994bcfa4d2c89a3b67ceac,"CABLE ASSEMBLY,SPEC",N0010426QQB57,,,,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,2026-05-22,2026-05-27T16:30:00-04:00,Solicitation,Solicitation,auto15,335311,6150,Yes,https://sam.gov/workspace/contract/opp/a219e4d4a6994bcfa4d2c89a3b67ceac/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=a219e4d4a6994bcfa4d2c89a3b67ceac,NNSA Engineering Services - Solicitation,NNSA,541330,o,2026-05-22,2026-05-22,DOE A-E - Solicitation | NNSA Engineering Services - Solicitation
SAM.gov,b2e278e92f054e9a80b43b2ea7e1da00,"CCA, PROCESSOR",N0010426QBU99,,,,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,2026-05-22,2026-06-22T16:30:00-04:00,Solicitation,Solicitation,auto15,334290,7G20,Yes,https://sam.gov/workspace/contract/opp/b2e278e92f054e9a80b43b2ea7e1da00/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=b2e278e92f054e9a80b43b2ea7e1da00,DOE Environmental Consulting - Solicitation,Department of Energy,541620,o,2026-05-22,2026-05-22,DOE A-E - Solicitation | DOE Environmental Consulting - Solicitation | NNSA Engineering Services - Solicitation
SAM.gov,de7eaf3d26f34d1d9b40e65ecfa70fa2,"CHLORINATOR, ECG",N0010426QFE25,,,,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,2026-05-22,2026-06-22T16:30:00-04:00,Solicitation,Solicitation,auto15,333998,3655,Yes,https://sam.gov/workspace/contract/opp/de7eaf3d26f34d1d9b40e65ecfa70fa2/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=de7eaf3d26f34d1d9b40e65ecfa70fa2,DOE Environmental Consulting - Solicitation,Department of Energy,541620,o,2026-05-22,2026-05-22,DOE A-E - Solicitation | DOE Environmental Consulting - Solicitation | NNSA Engineering Services - Solicitation
SAM.gov,b878c8b695924018a8f8327887614064,CIRCUIT CARD ASSEMB,N0010426QQA87,,,,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,2026-05-22,2026-06-04T16:30:00-04:00,Solicitation,Solicitation,auto15,334419,1285,Yes,https://sam.gov/workspace/contract/opp/b878c8b695924018a8f8327887614064/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=b878c8b695924018a8f8327887614064,DOE Environmental Consulting - Solicitation,Department of Energy,541620,o,2026-05-22,2026-05-22,DOE A-E - Solicitation | DOE Environmental Consulting - Solicitation | NNSA Engineering Services - Solicitation
SAM.gov,986c0ba6f0724d06a710837dab3c6214,CMCS - Sources Sought - FCI Schuylkill,15BFAO26N00000013,,,,"JUSTICE, DEPARTMENT OF.FEDERAL PRISON SYSTEM / BUREAU OF PRISONS.FAO",2026-05-22,2026-06-08T14:00:00-04:00,Sources Sought,Sources Sought,auto15,622110,Q201,Yes,https://sam.gov/workspace/contract/opp/986c0ba6f0724d06a710837dab3c6214/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=986c0ba6f0724d06a710837dab3c6214,Hanford Engineering Services,Hanford,541330,r,2026-05-22,2026-05-22,DOE Environmental Consulting - Sources Sought | Hanford Engineering Services | Oak Ridge Engineering Services | Savannah River Engineering Services | Y-12 Engineering Services
SAM.gov,9bfc45f3b0494af6b1036684d16f7854,"COMPUTER SYSTEM,DIG",N0010425QNC80,,,,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,2026-05-22,2026-06-22T16:30:00-04:00,Solicitation,Solicitation,auto15,333998,7E20,Yes,https://sam.gov/workspace/contract/opp/9bfc45f3b0494af6b1036684d16f7854/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=9bfc45f3b0494af6b1036684d16f7854,NNSA Engineering Services - Solicitation,NNSA,541330,o,2026-05-22,2026-05-22,DOE A-E - Solicitation | NNSA Engineering Services - Solicitation
SAM.gov,d23c1e1b8de549c5ba8aae49434cdc06,"COUPLING ASSEMBLY,H",SPRPA126QRB71,,,,"DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA AVIATION.DLA AVIATION PHILADELPHIA.DLA AVIATION AT PHILADELPHIA, PA",2026-05-22,2026-06-08T16:30:00-04:00,Solicitation,Solicitation,auto15,332919,4730,Yes,https://sam.gov/workspace/contract/opp/d23c1e1b8de549c5ba8aae49434cdc06/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=d23c1e1b8de549c5ba8aae49434cdc06,DOE Environmental Consulting - Solicitation,Department of Energy,541620,o,2026-05-22,2026-05-22,DOE A-E - Solicitation | DOE Environmental Consulting - Solicitation | NNSA Engineering Services - Solicitation
SAM.gov,fb72ee62c6b044fe8ca19c2c82a3e6ab,CPMT Boatlift Maintenance,W912DS26RA019,,,,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTH ATLANTIC.ENDIST NEW YORK.W2SD ENDIST NEW YORK,2026-05-22,2026-05-26T14:00:00-04:00,Solicitation,Solicitation,auto15,333923,J039,Yes,https://sam.gov/workspace/contract/opp/fb72ee62c6b044fe8ca19c2c82a3e6ab/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=fb72ee62c6b044fe8ca19c2c82a3e6ab,DOE Environmental Consulting - Solicitation,Department of Energy,541620,o,2026-05-22,2026-05-22,DOE Environmental Consulting - Solicitation
SAM.gov,a04f9622ca394600bfd3374f6bbd43d0,"CYLINDER,ACTUATING",SPRPA126QRC04,,,,"DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA AVIATION.DLA AVIATION PHILADELPHIA.DLA AVIATION AT PHILADELPHIA, PA",2026-05-22,2026-06-22T16:30:00-04:00,Solicitation,Solicitation,auto15,336413,1650,Yes,https://sam.gov/workspace/contract/opp/a04f9622ca394600bfd3374f6bbd43d0/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=a04f9622ca394600bfd3374f6bbd43d0,NNSA Engineering Services - Solicitation,NNSA,541330,o,2026-05-22,2026-05-22,DOE A-E - Solicitation | NNSA Engineering Services - Solicitation
SAM.gov,e52db6d6d774491eb12c6c606f007ff1,Combined Joint Logistics Over-the-Shore exercise (2026),W90VN926QA040,,,,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-OO.411TH CSB.0906 AQ CO     DET A CONTRACTI,2026-05-22,2026-05-28T13:00:00-04:00,Solicitation,Solicitation,auto15,561210,W099,Yes,https://sam.gov/workspace/contract/opp/e52db6d6d774491eb12c6c606f007ff1/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e52db6d6d774491eb12c6c606f007ff1,DOE Environmental Consulting - Solicitation,Department of Energy,541620,o,2026-05-22,2026-05-22,DOE A-E - Solicitation | DOE Environmental Consulting - Solicitation | NNSA Engineering Services - Solicitation
SAM.gov,220afdbd27c944ca92e54caff02de3d5,Combined Sources Sought Notice and Notice of Intent to Sole Source for a Silane Distribution System for the Boulder Microfabrication Facility,NIST-SS26-133,,,,"COMMERCE, DEPARTMENT OF.NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY.DEPT OF COMMERCE NIST",2026-05-22,2026-06-06T10:00:00-04:00,Sources Sought,Sources Sought,auto15,333242,6640,Yes,https://sam.gov/workspace/contract/opp/220afdbd27c944ca92e54caff02de3d5/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=220afdbd27c944ca92e54caff02de3d5,Hanford Engineering Services,Hanford,541330,r,2026-05-22,2026-05-22,DOE Environmental Consulting - Sources Sought | Hanford Engineering Services | NNSA A-E - Sources Sought | NNSA Engineering Services - Sources Sought | Oak Ridge Engineering Services | Savannah River Engineering Services | Y-12 Engineering Services
SAM.gov,476008224e0b4f08ac087807c7395450,Commercial Off-the-Shelf Computer Aided Dispatch System,70Z02326R74110003,,,,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.HQ CONTRACT OPERATIONS (CG-912)(000",2026-05-22,2026-06-12T15:00:00-04:00,Sources Sought,Sources Sought,auto15,541512,,Yes,https://sam.gov/workspace/contract/opp/476008224e0b4f08ac087807c7395450/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=476008224e0b4f08ac087807c7395450,Hanford Engineering Services,Hanford,541330,r,2026-05-22,2026-05-22,DOE Environmental Consulting - Sources Sought | Hanford Engineering Services | NNSA A-E - Sources Sought | NNSA Engineering Services - Sources Sought | Oak Ridge Engineering Services | Savannah River Engineering Services | Y-12 Engineering Services
SAM.gov,aad0876580dc4d1aad02e048439b2a95,Construction services for residential bathroom renovation,19EZ8026Q0005,,,,"STATE, DEPARTMENT OF.STATE, DEPARTMENT OF.US EMBASSY PRAGUE",2026-05-22,2026-06-05T17:00:00+02:00,Solicitation,Solicitation,autocustom,236118,Z2FA,Yes,https://sam.gov/workspace/contract/opp/aad0876580dc4d1aad02e048439b2a95/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=aad0876580dc4d1aad02e048439b2a95,NNSA Engineering Services - Solicitation,NNSA,541330,o,2026-05-22,2026-05-22,DOE A-E - Solicitation | NNSA Engineering Services - Solicitation
SAM.gov,9861139f52264778b887fef4dcf3cef9,DAFL HOOPLA,FA80522605222026,,,,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR FORCE MATERIEL COMMAND.AF INSTALLATION & MISSION SUPPORT CENTER.FA8052  773 ESS,2026-05-22,2026-06-05T16:00:00-05:00,Sources Sought,Sources Sought,auto15,516210,7630,Yes,https://sam.gov/workspace/contract/opp/9861139f52264778b887fef4dcf3cef9/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=9861139f52264778b887fef4dcf3cef9,Hanford Engineering Services,Hanford,541330,r,2026-05-22,2026-05-22,DOE Environmental Consulting - Sources Sought | Hanford Engineering Services | NNSA A-E - Sources Sought | NNSA Engineering Services - Sources Sought | Oak Ridge Engineering Services | Savannah River Engineering Services | Y-12 Engineering Services
SAM.gov,fce4f184e5de49d1b893aa5e6c418d49,DC HIPOT 80KV 10MA,SPRMM126QHC97,,,,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME MECHANICSBURG.SPRMM1 DLA MECHANICSBURG,2026-05-22,2026-06-12T16:30:00-04:00,Solicitation,Solicitation,auto15,333998,99,Yes,https://sam.gov/workspace/contract/opp/fce4f184e5de49d1b893aa5e6c418d49/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=fce4f184e5de49d1b893aa5e6c418d49,DOE Environmental Consulting - Solicitation,Department of Energy,541620,o,2026-05-22,2026-05-22,DOE A-E - Solicitation | DOE Environmental Consulting - Solicitation | NNSA Engineering Services - Solicitation
SAM.gov,ecd9e0619a8b487a959e8a9fc1824bb6,DSCR B66D Restroom and Conference Room Repairs,SP470326Q0049,,,,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DCSO.DCSO RICHMOND.DCSO RICHMOND DIVISION #1,2026-05-22,2026-06-19T23:59:00-04:00,Solicitation,Presolicitation,auto15,236220,Y1AA,Yes,https://sam.gov/workspace/contract/opp/ecd9e0619a8b487a959e8a9fc1824bb6/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=ecd9e0619a8b487a959e8a9fc1824bb6,DOE Environmental Consulting - Solicitation,Department of Energy,541620,o,2026-05-22,2026-05-22,DOE A-E - Solicitation | DOE Environmental Consulting - Solicitation | NNSA Engineering Services - Solicitation
SAM.gov,dfb0cbbf7283407c88087025c197ac82,"Deer Island Ecosystem Restoration, Phase 1 Deer Island, MS (Harrison County)",W9127826RA046,,,,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST MOBILE.W074 ENDIST MOBILE,2026-05-22,2026-07-07T14:00:00-05:00,Solicitation,Presolicitation,auto15,237990,Y1PZ,Yes,https://sam.gov/workspace/contract/opp/dfb0cbbf7283407c88087025c197ac82/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=dfb0cbbf7283407c88087025c197ac82,DOE Environmental Consulting - Solicitation,Department of Energy,541620,o,2026-05-22,2026-05-22,DOE Environmental Consulting - Solicitation
